ticker,description,score
SKYGOLD,"EBITDA Margin Expansion (trend) – Gross margin expanded to 8.45% from ~6% in FY24 (+245 bps), while management attributes margin gains to advanced gold, lower gold loss, premium product mix and productivity improvements",3
SKYGOLD,"Net Profit Margin Trend – FY26 PAT margin reached 4.5% with management identifying ~200 bps additional margin opportunity from advanced gold scaling and interest-cost elimination, while conservatively guiding 5.25% by FY30",3
SKYGOLD,"Business Model Disruption Risk – Shift toward advanced gold, exports, studded jewellery, lightweight products and organized retail relationships strengthens the business model and reduces dependence on traditional working-capital-intensive growth",3
SKYGOLD,"Regulatory / Geopolitical / Policy Risk – Export business experienced geopolitical disruption and management acknowledged policy discussions around gold imports, though direct impact on current operations appears limited",-1
SKYGOLD,"Corporate Governance Quality – Auditor upgraded to M S K A & Associates LLP (BDO network), promoters moving to a zero-salary model, dividend discipline linked to operating cash flow and explicit governance-focused messaging",3
SKYGOLD,"Management Quality – Consistent execution on working-capital reduction, margin expansion, deleveraging roadmap, customer diversification and transparent communication indicate strong management quality",3
SKYGOLD,"Conference Call Available – Detailed discussion covered strategy, capital allocation, governance, margins, exports, hedging and working-capital management",1
SKYGOLD,"Other Factor (Deleveraging Catalyst) – Management guided for more than 50% net-debt reduction in FY27, largely driven by operational improvements rather than asset sales, with a stated goal of becoming net debt-free by FY30",3
SKYGOLD,Other Factor (Working Capital Improvement) – Working-capital days improved from 71 to 59 and receivable days are expected to trend back toward FY24 levels through advanced-gold scaling and tighter credit discipline,3
SKYGOLD,Other Factor (Operating Cash Flow Improvement) – Operating cash flow improved dramatically from negative ₹272 crore to negative ₹45 crore and management expects a sustainable PAT-to-cash conversion engine to emerge,2
SKYGOLD,"Other Factor (Advanced Gold Transformation) – Advanced gold contribution doubled from 5.7% to 11.5%, requires virtually no working capital, improves ROCE and is central to future profitability and cash generation",3
SKYGOLD,Other Factor (Interest Cost Reduction Opportunity) – Interest cost currently represents about 1.25% of sales and management expects this burden to trend toward zero through deleveraging,3
SKYGOLD,"Other Factor (Export Growth Opportunity) – Exports increased to roughly 11–12% of revenue and management targets approximately 20% by FY30, which should improve ROCE and diversify revenue streams",2
SKYGOLD,"Other Factor (Customer Quality & Market Position) – Strong relationships with leading organized jewellery retailers including Reliance, Titan, Kalyan, Malabar, CaratLane and others provide scalable growth opportunities",3
SKYGOLD,"Other Factor (Gold Price Risk Management) – Approximately 99% of purchases and sales are hedged, substantially reducing commodity-price volatility risk",3
SKYGOLD,"Other Factor (GML Risk Reduction) – Company has zero Gold Metal Loan exposure despite sanctioned limits, reducing financial risk and earnings volatility",2
SKYGOLD,"Other Factor (Growth Discipline) – Management is intentionally capping revenue growth at 30–35% to prioritize profitability, cash generation and balance-sheet strength rather than chasing volume",2
SKYGOLD,Other Factor (Leadership Professionalization) – Planned elevation of Akash Talesara to CEO and expansion of ESOPs reflect increasing institutionalization and succession planning,2
RUBICON,"Management Guidance Revision – Management reiterated EBITDA margin guidance of 22–23% despite outsourcing pressure, ESOP costs, Arinna integration, inflation and Pithampur ramp costs; Q4 EBITDA margin of 23.1% was within and slightly above the guided range",3
RUBICON,"3-Year Revenue Forecast – Strong medium-term growth visibility supported by 24 FDA products under review, 92% commercialization rate, Pithampur capacity ramp, Arinna platform expansion and management’s confidence in sustained growth momentum",3
RUBICON,"EBITDA Margin Expansion (trend) – FY26 EBITDA grew 52% versus revenue growth of 37%, with Q4 EBITDA up 67% YoY and margins sustained above 23% despite temporary outsourcing-related gross margin pressure",3
RUBICON,"Net Profit Margin Trend – FY26 PAT increased 84% YoY and Q4 PAT rose 112% YoY, significantly outpacing revenue growth and demonstrating strong operating leverage",3
RUBICON,"Business Model Disruption Risk – Diversified specialty portfolio, low product concentration, strong R&D productivity, drug-device focus and broad-based demand reduce business-model concentration and disruption risk",3
RUBICON,"Regulatory / Geopolitical / Policy Risk – Exposure exists through FDA inspection timing for Pithampur and rising logistics/raw-material costs, but management appears well prepared and maintains guidance",1
RUBICON,"Corporate Governance Quality – Transparent disclosure of R&D productivity, commercialization rates, FDA pipeline, acquisition economics, ESOP impact and capital-allocation decisions reflects strong governance standards",3
RUBICON,"Management Quality – Demonstrated disciplined capital allocation, demand-led capex philosophy, successful integration track record, margin management and prudent growth execution",3
RUBICON,"Conference Call Available – Detailed disclosures covered operations, R&D, acquisitions, margins, capital allocation, working capital and growth drivers",1
RUBICON,"Other Factor (Revenue Growth Momentum) – FY26 revenue grew 37% and Q4 revenue increased 44% YoY, reflecting sustained growth across the portfolio rather than dependence on a few products",3
RUBICON,"Other Factor (R&D Strength and Pipeline Quality) – FY26 delivered 12 FDA approvals, 24 products under FDA review, 92% commercialization rate and 5.9x R&D productivity, providing strong future growth visibility",3
RUBICON,"Other Factor (Pithampur Capacity Expansion) – Pithampur facility remains on track, with management expecting FDA inspection and utilization ramp over 12–18 months; demand already exists to fill planned capacity",3
RUBICON,"Other Factor (Cash Flow Quality) – FY26 operating cash flow reached ₹205 crore and Q4 generated ₹65.5 crore despite a large tax payment, indicating healthy cash conversion",3
RUBICON,Other Factor (Working Capital Improvement) – Net working-capital days improved from 137 to 126 while supporting strong growth and new product launches,2
RUBICON,"Other Factor (Balance Sheet Strength) – Borrowings declined, shareholder funds increased significantly after IPO and ROACE improved to 36% despite including a non-commercialized ₹149 crore acquisition",3
RUBICON,"Other Factor (Product Concentration Risk Reduction) – Top 5 products contribute only 39% of revenue and top 10 contribute 57%, with management highlighting broad-based demand across the portfolio",3
RUBICON,"Other Factor (Arinna Acquisition Opportunity) – Acquisition provides access to over 4,000 prescribers and a ready CNS commercialization platform, accelerating monetization of specialty products",2
RUBICON,"Other Factor (Outsourcing Margin Pressure) – Capacity constraints are forcing higher outsourced manufacturing for several quarters, creating some temporary gross-margin pressure",-1
RUBICON,"Other Factor (Capital Allocation Discipline) – Management explicitly follows a demand-led capex model and avoids speculative capacity creation, supporting return ratios and capital efficiency",3
SHADOWFAX,Order Growth Rate – FY26 customer orders exceeded 72 crore and grew strongly alongside 69% revenue growth; Q4 orders exceeded 22 crore with management highlighting continued market-share gains and stronger-than-expected Q4 demand,3
SHADOWFAX,"New Contract Wins – Commenced operations with Amazon Now in quick commerce, described as an important milestone with expectations of significant future wallet-share gains as the platform scales",3
SHADOWFAX,"Management Guidance Revision – Reiterated FY27 revenue growth guidance of 27–30%, hyperlocal growth of 45–50%, and provided a clear EBITDA expansion roadmap of 100–120 bps annually through FY28 despite continued heavy investments",3
SHADOWFAX,"3-Year Revenue Forecast – Management outlined multiple long-term growth drivers including nationwide pin-code expansion, D2C scaling, bulky shipments, 100 dark stores, CriticaLog integration and full-country coverage by FY28",3
SHADOWFAX,"EBITDA Margin Expansion (trend) – Adjusted EBITDA nearly tripled in FY26, Q4 EBITDA margin improved to 4.7% from 0.7% last year, and management laid out a multi-year margin-expansion framework toward early double-digit EBITDA margins",3
SHADOWFAX,"Net Profit Margin Trend – PAT increased to ₹112 crore from ₹6 crore in FY25, while Q4 PAT reached ₹56 crore (4.5% margin), demonstrating a major profitability inflection",3
SHADOWFAX,"Business Model Disruption Risk – Strong market-share gains, AI-enabled operations, nationwide network buildout, diversified logistics offerings, D2C expansion and quick-commerce positioning significantly strengthen competitive positioning",3
SHADOWFAX,"Regulatory / Geopolitical / Policy Risk – Fuel inflation and crude volatility are mitigated through surcharge mechanisms, and management sees no major regulatory threats to the business model",2
SHADOWFAX,"Corporate Governance Quality – Detailed disclosure of margin drivers, loss ratios, dark-store economics, market-share estimates, capex plans and profitability framework reflects strong transparency",3
SHADOWFAX,"Management Quality – Delivered exceptional growth while investing aggressively for future scale, maintained guidance discipline, expanded network coverage and articulated a coherent long-term operating model",3
SHADOWFAX,"Conference Call Available – Extensive discussion covered operations, strategy, margins, market structure, network economics, acquisitions and growth initiatives",1
SHADOWFAX,"Other Factor (Revenue Growth Momentum) – FY26 revenue grew 69% and Q4 revenue rose 74% YoY, significantly outpacing broader logistics industry growth",3
SHADOWFAX,"Other Factor (Market Share Gains) – Internal estimates suggest market share increased to 28–29% from 17–18% a year earlier, driven by consolidation and customer wins",3
SHADOWFAX,"Other Factor (D2C Opportunity) – D2C business grew 2.5x YoY, serves a large underserved seller base and carries pricing 15–20% higher than enterprise customers, supporting future margin expansion",3
SHADOWFAX,"Other Factor (Hyperlocal Leadership) – Hyperlocal revenue grew more than 50% YoY, quick-commerce volumes accelerated and pricing dynamics remain healthier than traditional e-commerce logistics",3
SHADOWFAX,"Other Factor (Dark Store Initiative) – Management is launching 100 dark stores with pilots showing 20%+ gross margins, 3–4 month breakeven periods and attractive unit economics",3
SHADOWFAX,"Other Factor (Network Expansion Moat) – Touchpoints increased from 4,200 to 4,700, coverage reached 15,600 pin codes and management targets near-complete national coverage by FY28",3
SHADOWFAX,"Other Factor (CriticaLog Acquisition) – Acquisition adds 500+ customers in high-value logistics segments such as jewellery, luxury apparel and electronics, strengthening value-added services",2
SHADOWFAX,Other Factor (Operating Leverage Potential) – Management emphasized that substantial operating leverage remains ahead despite already delivering record profitability while continuing aggressive network investment,3
SHADOWFAX,"Other Factor (Losses / Quality-Control Debits) – Shipment-loss and QC-related costs remain elevated at 6.1% of revenue, though trending down and targeted to reach 4–5% over time",-1
SHADOWFAX,"Other Factor (Capex Discipline) – FY27 capex remains flat despite major growth initiatives, indicating disciplined capital allocation and improving scalability",2
SHADOWFAX,"Other Factor (Asset-Light Road Model) – Approximately 70% of transport-related costs remain variable through partner and trucking models, improving flexibility and return potential",2
SHILCTECH,"Order Book / Backlog – Current order book stands at approximately ₹452 crore with 30–32% export contribution, while management indicated FY27 revenue visibility of around ₹800 crore supported by robust domestic and export inquiries",3
SHILCTECH,"Management Guidance Revision – Management guided FY27 revenue of ₹800–850 crore with potential to reach ₹900 crore, expects near-full capacity utilization and aims to maintain or improve historical 29–31% EBITDA margins despite recent disruptions",3
SHILCTECH,"3-Year Revenue Forecast – Capacity expansion from 7,500 MVA to 14,000 MVA by April 2027, entry into 220 kV transformers, PGCIL approvals and management commentary indicate a multi-year growth runway with full impact expected by FY29–FY30",3
SHILCTECH,EBITDA Margin Expansion (trend) – FY26 EBITDA margin remained strong at 29% despite Q4 compression from temporary export disruptions and commodity inflation; management expects normalization through repricing and export recovery,2
SHILCTECH,"Net Profit Margin Trend – FY26 PAT increased 8% YoY to ₹158 crore with margins remaining healthy, while Q4 weakness was attributed to temporary external factors rather than structural deterioration",2
SHILCTECH,"Cash & Equivalents Level – Company ended FY26 with ₹246 crore cash and equivalents, strong operating cash flow of ₹192 crore and remains completely debt-free",3
SHILCTECH,"Business Model Disruption Risk – Exposure to transmission, distribution, renewable energy and export markets combined with capacity expansion and higher-voltage product capability strengthens long-term competitive positioning",3
SHILCTECH,"Regulatory / Geopolitical / Policy Risk – US tariff changes and West Asia logistics disruptions materially impacted Q4 dispatches, though management believes both issues are temporary and already improving",-1
SHILCTECH,"Corporate Governance Quality – Management provided detailed disclosure on delayed shipments, commodity inflation, order book, capacity utilization, cash flows, export exposure and margin sensitivities",3
SHILCTECH,"Management Quality – Demonstrated conservative guidance, debt-free capital allocation, internal-accrual-funded expansion and proactive customer repricing strategy to offset inflation pressures",3
SHILCTECH,"Conference Call Available – Detailed discussion covered demand, exports, tariffs, capacity, margins, procurement, cash flow and growth strategy",1
SHILCTECH,"Other Factor (Revenue Visibility) – FY27 visibility of approximately ₹800 crore supported by strong inquiries from domestic renewable, transmission and export customers",3
SHILCTECH,"Other Factor (Capacity Expansion) – New Gavasad facility will add 6,500 MVA capacity, nearly doubling installed capacity to 14,000 MVA and enabling entry into higher-value 220 kV transformer segments",3
SHILCTECH,"Other Factor (Debt-Free Balance Sheet) – Company remains debt-free while funding ₹120 crore expansion entirely through internal accruals, reflecting exceptional financial strength",3
SHILCTECH,Other Factor (Operating Cash Flow Strength) – FY26 operating cash flow of ₹192 crore closely matched reported earnings and supports self-funded growth,3
SHILCTECH,"Other Factor (Capacity Utilization) – Existing facilities are expected to operate at 90–95% utilization in FY27, indicating strong demand and efficient asset use",3
SHILCTECH,"Other Factor (Export Recovery Potential) – Approximately ₹35–40 crore of export dispatches were deferred rather than cancelled, with shipments resuming in April and US order flow recovering after tariff reductions",2
SHILCTECH,"Other Factor (Commodity Inflation Risk) – Transformer oil prices nearly doubled in March and other raw materials rose 10–25%, creating margin pressure until price increases are fully passed through",-2
SHILCTECH,Other Factor (Renewable Energy Tailwind) – Record renewable additions in India and strong transformer demand from transmission and renewable projects provide structural growth support,3
SHILCTECH,Other Factor (Higher-Voltage Product Opportunity) – Expansion into 160 MVA / 220 kV transformers and future PGCIL approvals can significantly increase addressable market and profitability,3
UNIECOM,"New Contract Wins – Added 450+ enterprise clients in FY26 (strongest year ever), including well-known brands across consumer, retail and digital categories; Q4 alone added 149 clients",3
UNIECOM,Management Guidance Revision – Management guided lower EBITDA and PAT for the next two quarters due to planned investments but reaffirmed confidence in delivering higher full-year FY27 operational profitability versus FY26,2
UNIECOM,"3-Year Revenue Forecast – Multi-platform strategy (Uniware, Shipway, ConvertWay), growing module adoption, international expansion, AI monetization opportunities and increasing commerce complexity provide a credible multi-year growth runway",3
UNIECOM,"EBITDA Margin Expansion (trend) – FY26 adjusted EBITDA grew 54.5%, consolidated EBITDA margin held at 21.5% despite Shipway consolidation, and standalone Uniware EBITDA margin expanded from 25% to 37.5%",3
UNIECOM,"Net Profit Margin Trend – FY26 PAT increased 16.1% despite acquisition integration and growth investments, though near-term profitability will be temporarily pressured by planned spending",2
UNIECOM,"Cash & Equivalents Level – Cash balance increased to ₹81.3 crore from ₹35.3 crore while operating cash flow rose to ₹47 crore, restoring cash levels to pre-Shipway acquisition levels within five quarters",3
UNIECOM,"Business Model Disruption Risk – Positioned as an embedded operating system for e-commerce operations with 350 integrations, increasing workflow complexity, multi-product stack and growing switching costs",3
UNIECOM,"Regulatory / Geopolitical / Policy Risk – Management reported only minor Middle East sales-cycle delays and minimal impact on India operations, with conditions already normalizing",2
UNIECOM,"Corporate Governance Quality – Transparent disclosure of investment impacts, margin trajectory, NRR challenges, churn events, acquisition strategy, merger evaluation and capital allocation reflects strong governance practices",3
UNIECOM,"Management Quality – Successfully transformed the company from a single-product business into a three-platform SaaS ecosystem while maintaining profitability, cash generation and disciplined acquisition criteria",3
UNIECOM,"Conference Call Available – Detailed discussion covered growth drivers, AI roadmap, margins, customer additions, acquisitions, international expansion and capital allocation",1
UNIECOM,Other Factor (Revenue Growth Momentum) – FY26 revenue grew 51.6% to ₹204.3 crore while Q4 revenue increased 14% YoY despite normal seasonal softness,3
UNIECOM,"Other Factor (Operating Cash Flow Quality) – Operating cash flow increased to ₹47 crore versus ₹28 crore, exceeding reported PAT by a wide margin and demonstrating strong cash conversion",3
UNIECOM,"Other Factor (AI Product Leadership) – AI capabilities are already deployed across Uniware, Shipway and ConvertWay, with additional AI-driven analytics and decision-support products under development",3
UNIECOM,"Other Factor (International Expansion) – International business turned profitable, is growing faster than India operations and now contributes 6–7% of revenue across seven geographies",3
UNIECOM,"Other Factor (Module Adoption & Cross-Sell Potential) – Quick-commerce and B2B modules reached 40–45% adoption, while newer products UniReco and UniCapture are showing encouraging early adoption trends",3
UNIECOM,"Other Factor (Pricing Power Improvement) – Escalation clauses have been added for new customers and management plans to introduce them into legacy contracts, supporting future ARPA and margin expansion",2
UNIECOM,"Other Factor (Shipway Investment Cycle) – Shipway is currently EBITDA-negative due to deliberate AI, sales and marketing investments aimed at capturing a larger addressable market",-1
UNIECOM,Other Factor (NRR / Existing Customer Expansion Softness) – NRR remains above 100% but management acknowledged it is subdued due to broader e-commerce growth softness and slower customer expansion,1
UNIECOM,"Other Factor (Merger Synergy Opportunity) – Proposed merger of Unicommerce and Shipway could simplify structure, reduce compliance costs, improve cross-selling and strengthen go-to-market execution",2
ZAGGLE,"New Contract Wins – Management disclosed multiple marquee client additions including Rebel Foods, Saurashtra Cement, Blue Star, Fanuc, Federal Bank, Generali Central Insurance and others, while also highlighting successful cross-sell wins within existing accounts",3
ZAGGLE,Management Guidance Revision – FY27 guidance remains strong with 25–30% standalone revenue growth and ~40% consolidated revenue growth despite a much larger revenue base; EBITDA guidance deferred only due to DICE integration restructuring,2
ZAGGLE,"3-Year Revenue Forecast – Multiple growth engines including Zoyer/BROME, 86400 UPI growth, GreenEdge expansion, Zagg.money, DICE integration, UAE/US expansion and AI-led enterprise products support a strong multi-year growth runway",3
ZAGGLE,EBITDA Margin Expansion (trend) – FY26 standalone EBITDA grew 47% and PAT grew 52%; management reiterated a long-term EBITDA margin aspiration of 14–15% over five years despite temporary integration-related fluctuations,2
ZAGGLE,"Net Profit Margin Trend – FY26 PAT increased 52% YoY with PAT margins improving to over 7%, reflecting strong operating leverage and scalability",3
ZAGGLE,"Business Model Disruption Risk – Broad platform ecosystem, transaction-led revenue streams, 3.9 million users, 3,900+ corporate clients, embedded workflows and AI-enhanced products significantly reduce disruption risk",3
ZAGGLE,"Regulatory / Geopolitical / Policy Risk – UAE launch and US expansion timelines have been delayed by geopolitical uncertainty, though impacts are primarily timing-related rather than structural",1
ZAGGLE,"Corporate Governance Quality – Management openly discussed TaxSpanner underperformance, DICE restructuring, EffiaSoft cancellation, working-capital concerns, cash-flow challenges and capital allocation decisions with unusual transparency",3
ZAGGLE,"Management Quality – Demonstrated disciplined capital allocation by reducing DICE consideration from ₹123 crore to ₹68 crore, cancelling EffiaSoft when AI changed the opportunity landscape and focusing on cash-flow improvement",3
ZAGGLE,"Conference Call Available – Detailed disclosures covered acquisitions, AI strategy, working capital, cash flow, margin priorities, international expansion and business-unit performance",1
ZAGGLE,"Other Factor (Revenue Growth Momentum) – FY26 standalone revenue grew 42% and consolidated revenue grew 46%, demonstrating continued high growth despite a significantly larger scale",3
ZAGGLE,"Other Factor (86400 Acquisition Performance) – Revenue grew 118%, EBITDA more than tripled and PAT increased nearly sevenfold, validating acquisition execution and UPI-led growth strategy",3
ZAGGLE,"Other Factor (GreenEdge Growth Engine) – Revenue grew 184%, profitability expanded strongly and management guided another 40–50% growth in FY27",3
ZAGGLE,"Other Factor (DICE Acquisition Synergy) – Transaction restructured at a 45% lower acquisition value while securing product IP, enterprise contracts and 100+ AI-skilled professionals with substantial cross-sell potential",3
ZAGGLE,"Other Factor (AI Product Leadership) – AI is already embedded across products and internal operations, with management targeting 50% faster product launches and a transition toward agentic enterprise workflows",3
ZAGGLE,"Other Factor (Cash Flow Improvement Trajectory) – Operating cash flow improved from roughly negative ₹33–34 crore at September-end to around negative ₹6 crore currently, with management targeting positive cash flow in coming quarters",2
ZAGGLE,"Other Factor (Cross-Sell Ecosystem Strength) – Multiple acquired businesses are being integrated into a unified platform strategy, creating meaningful opportunities across payments, tax, rewards, credit cards and spend management",3
ZAGGLE,"Other Factor (International Expansion Optionality) – UAE remains a key growth pillar and US launch is expected by FY-end, creating future growth vectors beyond India",2
ZAGGLE,"Other Factor (TaxSpanner Underperformance) – Management explicitly acknowledged disappointing performance and is undertaking a turnaround through rebranding, AI products and governance changes",-1
ZAGGLE,"Other Factor (Working Capital / Receivables Risk) – Receivables increased materially and consolidated operating cash flow remains slightly negative, though trends are improving",-1
ZAGGLE,"Other Factor (Cashback & Incentive Optimization) – Management expects incentive ratios to decline over time as customer habits mature, supporting future margin and cash-flow improvement",2
ZAGGLE,"Other Factor (Capital Allocation Discipline) – EffiaSoft acquisition was terminated after reassessing AI-driven industry changes, demonstrating willingness to avoid potentially suboptimal deals",3
TRITURBINE,"Order Book / Backlog – Closing order book reached ₹20.54 billion, up 8% YoY, with exports comprising 51% of backlog; management highlighted a nearly doubled enquiry pipeline providing future conversion visibility",3
TRITURBINE,"Order Growth Rate – Q4 order booking was ₹7.54 billion, up 19% YoY, with record export order booking of ₹5.16 billion (+174% YoY) and aftermarket bookings up 121% YoY",3
TRITURBINE,"Management Guidance Revision – No formal guidance provided, but management indicated FY27 growth should at least reflect the ~9% increase in closing order book and expects exports to outgrow domestic business",1
TRITURBINE,"3-Year Revenue Forecast – Strong visibility from a doubled enquiry book, rising US opportunities, geothermal entry, growing aftermarket refurbishment business and increasing export mix support multi-year growth potential",3
TRITURBINE,"EBITDA Margin Expansion (trend) – FY26 EBITDA margin remained strong at 24.2% despite geopolitical disruptions, low-margin NTPC execution and FX MTM losses; management expects commodity inflation to remain manageable and views margin volatility as mix-driven",2
TRITURBINE,"Net Profit Margin Trend – PAT declined 3% YoY due mainly to a one-off employee benefit obligation charge under the new wage code, while underlying PBT remained broadly stable at high margins",1
TRITURBINE,"Business Model Disruption Risk – Strong positioning in steam turbines, aftermarket services, refurbishment, geothermal and industrial decarbonization markets with emphasis on reliability and service rather than price competition",3
TRITURBINE,"Regulatory / Geopolitical / Policy Risk – India-Pakistan conflict, US tariff uncertainty and West Asia disruptions materially affected order booking and revenue timing during FY26",-2
TRITURBINE,"Corporate Governance Quality – Management provided detailed disclosure on low-margin NTPC project economics, FX losses, receivable issues, enquiry pipeline, export trends and technology initiatives",3
TRITURBINE,"Management Quality – Demonstrated disciplined execution through record revenue, strong export growth, prudent commentary on emerging technologies and transparent communication on risks and project economics",3
TRITURBINE,"Conference Call Available – Detailed discussion covered demand drivers, margins, backlog, exports, US opportunities, working capital, new technologies and strategic outlook",1
TRITURBINE,"Other Factor (Export Growth & Mix Shift) – Export revenue grew 30% YoY and reached 58% of FY26 revenue, while export order booking hit a record level in Q4, indicating successful international expansion",3
TRITURBINE,"Other Factor (US Opportunity Pipeline) – North America enquiry book increased nearly 1,000% from a low base, driven by data centers, combined-cycle projects, biomass, geothermal and emerging SMR opportunities",3
TRITURBINE,"Other Factor (Aftermarket Growth Engine) – Aftermarket bookings grew 121% YoY and management identified refurbishment as a major long-term growth driver, particularly in international markets",3
TRITURBINE,"Other Factor (Geothermal Entry) – Management described geothermal market entry as a key milestone, with opportunities emerging in Southeast Asia and the US across both product sales and aftermarket services",2
TRITURBINE,"Other Factor (Working Capital / Receivables Risk) – Receivable days deteriorated significantly to 84 days from 49 days, and management acknowledged FY27 year-end receivables could remain elevated due to project execution timing",-2
TRITURBINE,Other Factor (US Subsidiary Turnaround) – US subsidiary became profitable in Q4 and is expected to be profitable or at least breakeven in FY27 after an FY26 loss,2
TRITURBINE,"Other Factor (NTPC Low-Margin Project Near Completion) – Strategic NTPC energy-storage order carried only ~3% PBT margin but is already more than two-thirds recognized, reducing future margin drag",2
TRITURBINE,"Other Factor (Technology Optionality) – ORC, MVR, heat pumps, geothermal and future energy-storage technologies provide additional long-term growth options beyond the core steam-turbine business",2
TRITURBINE,"Other Factor (Pricing Power & Competitive Position) – Management stated it does not lose international orders on price, competing on reliability, service capability, delivery performance and execution track record",3
SYMPHONY,"Management Guidance Revision – Management avoided formal revenue guidance due to weather uncertainty but expressed confidence in inventory normalization, improved April demand and a 4–6 week sales runway if weather cooperates",1
SYMPHONY,"3-Year Revenue Forecast – BISP diversification, large-space cooling growth, water-heater expansion, US business restructuring and Australia risk containment provide a stronger medium-term growth platform beyond the core seasonal air-cooler business",2
SYMPHONY,"EBITDA Margin Expansion (trend) – Gross margins remained resilient at 46.4% despite a severe revenue decline, and management expects operating leverage recovery plus full cost pass-through from July; however FY26 EBITDA margins were materially lower due to deleverage",1
SYMPHONY,"Net Profit Margin Trend – FY26 profitability deteriorated sharply, with reported PAT turning negative due to Australia-related impairment charges and weaker operating leverage",-2
SYMPHONY,"Cash & Equivalents Level – Treasury stood at ₹287 crore even after remitting approximately ₹165 crore to Australia, indicating a strong liquidity position",3
SYMPHONY,"Business Model Disruption Risk – Product diversification through BISP, large-space cooling, water heaters, exports and geographic diversification reduces dependence on seasonal residential air coolers",3
SYMPHONY,"Regulatory / Geopolitical / Policy Risk – Middle East geopolitical disruptions affected exports, while tariff issues and global uncertainty impacted international markets, though management sees US tariffs as largely manageable",-1
SYMPHONY,"Corporate Governance Quality – Management fully impaired the Australia investment, disclosed acquisition failure candidly, ring-fenced US assets and publicly committed to no further capital allocation to Australia",3
SYMPHONY,"Management Quality – Decisive balance-sheet reset, capital discipline, Australia ring-fencing, China deleveraging and focus on ROCE demonstrate strong corrective management action after a failed acquisition",3
SYMPHONY,"Conference Call Available – Detailed discussion covered restructuring, capital allocation, margins, subsidiaries, demand trends and strategic priorities",1
SYMPHONY,"Other Factor (Australia Risk Elimination) – Entire ₹348 crore equity investment has been impaired, management states there is nothing further to impair and no additional capital will be allocated to Australia",3
SYMPHONY,"Other Factor (Capital Allocation Discipline) – Board has categorically stopped further Australia funding and shifted to an asset-light distributor model, significantly reducing future downside risk",3
SYMPHONY,"Other Factor (BISP Diversification Strategy) – BISP contributed 49% of consolidated revenue, is profitability accretive and is positioned as a major business de-risking engine with further operating leverage potential",3
SYMPHONY,"Other Factor (Large-Space Cooling Profitability) – Large-space ventilated cooling EBITDA margins have already exceeded residential air-cooler margins, validating expansion into adjacent categories",3
SYMPHONY,"Other Factor (China Subsidiary Improvement) – Outstanding loan balance reduced from over ₹60 crore historically to just ₹4 crore, expected to be fully repaid within six months",2
SYMPHONY,"Other Factor (US Business Ring-Fencing) – US operations have been separated from Australia, preserving strategic assets and improving operational control while maintaining profitability",2
SYMPHONY,Other Factor (Dividend Commitment) – Company declared a ₹5 per share final dividend and ₹62 crore annual payout despite recording a major impairment charge,2
SYMPHONY,Other Factor (Weather Dependency Risk) – Management repeatedly emphasized that near-term revenue recovery remains heavily dependent on summer weather conditions and refused to provide growth guidance,-2
SYMPHONY,Other Factor (Revenue Growth Momentum) – Consolidated revenue declined 28% YoY and standalone revenue fell sharply due to weak summer demand and channel inventory overhang,-3
SYMPHONY,"Other Factor (Pricing Power & Margin Protection) – Gross margins remained stable despite competitive intensity and input inflation, with management confident of passing through cost increases from July onward",2
SYMPHONY,"Other Factor (ROCE Strength) – Core India business generated an exceptional standalone ROCE of 149%, highlighting the underlying profitability and capital efficiency of the domestic franchise",3
INOXINDIA,"Order Book / Backlog – Order book stood at ₹1,514 crore at FY26-end, with ~₹1,200 crore expected to be executed in FY27, providing strong revenue visibility; highest-ever order booking reported.",3
INOXINDIA,"New Contract Wins – Secured major ₹200 crore aerospace order from a leading U.S. private space company, ₹85 crore marine LNG order from Cochin Shipyard, additional Bahamas LNG orders, ITER work, and approvals/orders from major global brewers.",3
INOXINDIA,"3-Year Revenue Forecast – Management guided FY27 revenue growth of 18–20%, supported by large backlog, aerospace opportunities, LNG projects, and capacity expansion; visibility extends multiple years through ITER and marine LNG programs.",2
INOXINDIA,"EBITDA Margin Expansion (trend) – FY26 adjusted EBITDA margin reached 23.8%, near the top end of the stated 21–24% band despite project mix changes and logistics challenges.",2
INOXINDIA,"Net Profit Margin Trend – FY26 adjusted PAT grew 19.3% YoY to ₹261 crore alongside 21.2% revenue growth, indicating healthy profitability retention.",2
INOXINDIA,Cash & Equivalents Level – Total fund availability of ₹257 crore provides funding headroom for Kandla expansion and project execution.,1
INOXINDIA,"Business Model Disruption Risk – Management highlighted strong competitive moat through certifications, approvals, engineering capabilities, service network, and long qualification cycles that could take 10–15 years for new entrants to replicate.",3
INOXINDIA,"Regulatory / Geopolitical / Policy Risk – Tariffs, logistics disruptions, and geopolitical uncertainties remain headwinds, though management believes demand remains intact and diversification mitigates risk.",-1
INOXINDIA,"Management Quality – Management demonstrated strong execution through record revenues, successful delivery of complex LNG infrastructure, entry into marine LNG, expansion into aerospace, and disciplined guidance.",2
INOXINDIA,"Conference Call Available – Detailed conference call with extensive segment disclosures, order updates, guidance, and Q&A indicates strong investor communication.",1
INOXINDIA,"Other Factor – Capacity Expansion: Kandla facility commissioning in 9–10 months will enable ultra-large LNG, aerospace, and storage projects, materially expanding addressable market and future growth potential.",3
INOXINDIA,"Other Factor – Long-Term Order Visibility: ITER program expected to contribute ₹50–60 crore annually for at least 5 years, with work potentially extending another 7–8 years.",3
